진료과,순위,상명코드,상병명,건수,지역,년도
순환기내과,19,K21,위-식도역류병,10,인천,2021
순환기내과,20,I65,뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착,10,인천,2021
신경과,1,I63,뇌경색증,1032,인천,2021
신경과,2,F06,뇌손상. 뇌기능 이상 및 신체질환에 의한 기타 정신 장애,451,인천,2021
신경과,3,I67,기타 뇌혈관질환,436,인천,2021
신경과,4,F00,알츠하이머병에서의 치매(G30.-+),334,인천,2021
신경과,5,G44,기타 두통증후군,269,인천,2021
신경과,6,R42,어지럼증 및 어지럼,179,인천,2021
신경과,7,I65,뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착,173,인천,2021
신경과,8,G45,일과성 뇌허혈발작 및 관련 증후군,160,인천,2021
신경과,9,R25,이상불수의운동,85,인천,2021
신경과,10,G62,기타 다발신경병증,85,인천,2021
신경과,11,G47,수면장애,79,인천,2021
신경과,12,G20,파킨슨병,62,인천,2021
신경과,13,H81,전정기능의 장애,42,인천,2021
신경과,14,G60,유전성 및 특발성 신경병증,33,인천,2021
신경과,15,R51,두통,33,인천,2021
신경과,16,R55,실신 및 허탈,32,인천,2021
신경과,17,G40,뇌전증,29,인천,2021
신경과,18,R44,일반적 감각 및 지각에 관련된 기타 증상 및 징후,29,인천,2021
신경과,19,F03,상세불명의 치매,26,인천,2021
신경과,20,G25,기타 추체외로 및 운동 장애,23,인천,2021
신경외과,1,M48,기타 척추병증,1742,인천,2021
신경외과,2,I67,기타 뇌혈관질환,433,인천,2021
신경외과,3,M96,달리 분류되지 않은 처치후 근육골격 장애,370,인천,2021
신경외과,4,I63,뇌경색증,344,인천,2021
신경외과,5,G54,신경근 및 신경총 장애,221,인천,2021
신경외과,6,G55,달리 분류된 질환에서의 신경근 및 신경총 압박,210,인천,2021
신경외과,7,M54,등통증,185,인천,2021
신경외과,8,S33,"요추 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",160,인천,2021
신경외과,9,M51,기타 추간판장애,158,인천,2021
신경외과,10,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,140,인천,2021
신경외과,11,R51,두통,136,인천,2021
신경외과,12,R42,어지럼증 및 어지럼,127,인천,2021
신경외과,13,M47,척추증,106,인천,2021
신경외과,14,M50,경추간판장애,90,인천,2021
신경외과,15,M43,기타 변형성 등병증,89,인천,2021
신경외과,16,S32,요추 및 골반의 골절,82,인천,2021
신경외과,17,G44,기타 두통증후군,82,인천,2021
신경외과,18,I65,뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착,65,인천,2021
신경외과,19,F00,알츠하이머병에서의 치매(G30.-+),63,인천,2021
신경외과,20,S22,늑골. 흉골 및 흉추의 골절,60,인천,2021
안과,1,H04,눈물계통의 장애,4018,인천,2021
안과,2,H25,노년백내장,3059,인천,2021
안과,3,H26,기타 백내장,583,인천,2021
안과,4,H40,녹내장,512,인천,2021
안과,5,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,385,인천,2021
안과,6,Z96,기타 기능성 삽입물의 존재,96,인천,2021
안과,7,H10,결막염,82,인천,2021
안과,8,H02,눈꺼풀의 기타 장애,58,인천,2021
안과,9,H43,유리체의 장애,48,인천,2021
안과,10,H35,기타 망막장애,45,인천,2021
안과,11,H36,달리 분류된 질환에서의 망막장애,40,인천,2021
안과,12,H16,각막염,33,인천,2021
안과,13,H11,결막의 기타 장애,28,인천,2021
안과,14,H00,맥립종 및 콩다래끼,17,인천,2021
안과,15,H17,각막 흉터 및 혼탁,12,인천,2021
안과,16,T15,외안의 이물,10,인천,2021
안과,17,H18,각막의 기타 장애,9,인천,2021
안과,18,H34,망막혈관폐쇄,6,인천,2021
안과,19,H52,굴절 및 조절의 장애,6,인천,2021
안과,20,B00,헤르페스바이러스[단순헤르페스] 감염,5,인천,2021
외과,1,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,825,인천,2021
외과,2,K64,치핵 및 항문주위정맥혈전증,529,인천,2021
외과,3,L89,욕창궤양 및 압박부위,239,인천,2021
외과,4,L72,피부 및 피하조직의 모낭낭,188,인천,2021
외과,5,D17,양성 지방종성 신생물,157,인천,2021
외과,6,I83,하지의 정맥류,147,인천,2021
외과,7,R22,"피부 및 피하조직의 국소적 부기, 종괴 및 덩이",125,인천,2021
외과,8,K40,사타구니탈장,105,인천,2021
외과,9,R53,병감 및 피로,79,인천,2021
외과,10,K60,항문 및 직장부의 열창 및 누공,74,인천,2021
외과,11,L60,손발톱장애,71,인천,2021
외과,12,I86,기타 부위의 정맥류,65,인천,2021
외과,13,L02,"피부의 농양, 종기 및 큰종기",55,인천,2021
외과,14,B35,백선증,49,인천,2021
외과,15,K80,담석증,40,인천,2021
외과,16,K59,기타 기능적 창자 장애,35,인천,2021
외과,17,I87,정맥의 기타 장애,32,인천,2021
외과,18,K62,항문 및 직장의 기타 질환,32,인천,2021
외과,19,T14,상세불명의 신체부위의 손상,27,인천,2021
외과,20,R15,대변실금,26,인천,2021
이비인후과,1,H90,전음성 및 감각신경성 청력소실,1811,인천,2021
이비인후과,2,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,863,인천,2021
이비인후과,3,J31,"만성 비염, 비인두염 및 인두염",656,인천,2021
이비인후과,4,J37,만성후두염 및 후두기관염,579,인천,2021
이비인후과,5,J30,혈관운동성 및 알레르기성 비염,536,인천,2021
이비인후과,6,H66,화농성 및 상세불명의 중이염,330,인천,2021
이비인후과,7,R42,어지럼증 및 어지럼,274,인천,2021
이비인후과,8,J32,만성 부비동염,269,인천,2021
이비인후과,9,H93,달리 분류되지 않은 귀의 기타 장애,265,인천,2021
이비인후과,10,H60,외이염,243,인천,2021
이비인후과,11,K21,위-식도역류병,205,인천,2021
이비인후과,12,H81,전정기능의 장애,169,인천,2021
이비인후과,13,J00,급성 비인두염[감기],159,인천,2021
이비인후과,14,J34,코 및 비동의 기타 장애,147,인천,2021
이비인후과,15,K12,구내염 및 관련 병변,124,인천,2021
이비인후과,16,J04,급성 후두염 및 기관염,65,인천,2021
이비인후과,17,H61,외이의 기타장애,54,인천,2021
이비인후과,18,R68,기타 전신 증상 및 징후,53,인천,2021
이비인후과,19,K11,침샘의 질환,47,인천,2021
이비인후과,20,R04,기도출혈,44,인천,2021
재활의학과,1,M54,등통증,1876,인천,2021
재활의학과,2,G81,편마비,933,인천,2021
재활의학과,3,M75,어깨병변,589,인천,2021
재활의학과,4,I63,뇌경색증,528,인천,2021
재활의학과,5,R52,달리 분류되지 않은 통증,472,인천,2021
재활의학과,6,M48,기타 척추병증,467,인천,2021
재활의학과,7,M51,기타 추간판장애,383,인천,2021
재활의학과,8,M17,무릎관절증,368,인천,2021
재활의학과,9,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,335,인천,2021
재활의학과,10,G82,하반신마비 및 사지마비,277,인천,2021
재활의학과,11,M25,달리 분류되지 않은 기타 관절장애,255,인천,2021
재활의학과,12,R26,보행과 이동의 이상,247,인천,2021
재활의학과,13,M19,기타 관절증,207,인천,2021
재활의학과,14,M50,경추간판장애,149,인천,2021
재활의학과,15,M65,윤활막염 및 힘줄윤활막염,104,인천,2021
재활의학과,16,M43,기타 변형성 등병증,86,인천,2021
재활의학과,17,E14,상세불명의 당뇨병,73,인천,2021
재활의학과,18,G95,척수의 기타 질환,70,인천,2021
재활의학과,19,M79,달리 분류되지 않은 기타 연조직장애,69,인천,2021
재활의학과,20,G57,다리의 단일신경병증,58,인천,2021
정형외과,1,M19,기타 관절증,2959,인천,2021
정형외과,2,M48,기타 척추병증,1898,인천,2021
정형외과,3,R52,달리 분류되지 않은 통증,1078,인천,2021
정형외과,4,M17,무릎관절증,948,인천,2021
정형외과,5,M75,어깨병변,707,인천,2021
정형외과,6,M81,병적 골절이 없는 골다공증,129,인천,2021
정형외과,7,M71,기타 윤활낭병증,98,인천,2021
정형외과,8,M65,윤활막염 및 힘줄윤활막염,97,인천,2021
정형외과,9,M10,통풍,92,인천,2021
정형외과,10,M86,골수염,81,인천,2021
정형외과,11,M77,기타 골부착부병증,80,인천,2021
정형외과,12,M51,기타 추간판장애,75,인천,2021
정형외과,13,M96,달리 분류되지 않은 처치후 근육골격 장애,68,인천,2021
정형외과,14,M54,등통증,63,인천,2021
정형외과,15,S32,요추 및 골반의 골절,57,인천,2021
정형외과,16,M50,경추간판장애,46,인천,2021
정형외과,17,M16,고관절증,43,인천,2021
정형외과,18,S33,"요추 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",43,인천,2021
정형외과,19,S62,손목 및 손부위의 골절,43,인천,2021
정형외과,20,S22,늑골. 흉골 및 흉추의 골절,42,인천,2021
진단검사의학과,1,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,141,인천,2021
치과,1,K05,치은염 및 치주질환,8213,인천,2021
치과,2,K04,치수 및 치근단주위조직의 질환,2413,인천,2021
치과,3,K02,치아우식,1921,인천,2021
치과,4,K08,치아 및 지지구조의 기타 장애,1571,인천,2021
치과,5,K03,치아경조직의 기타 질환,146,인천,2021
치과,6,Z46,기타 장치의 부착 및 조정,91,인천,2021
치과,7,S02,두개골 및 안면골의 골절,17,인천,2021
치과,8,K01,매몰치 및 매복치,7,인천,2021
치과,9,L03,연조직염,7,인천,2021
치과,10,T81,달리 분류되지 않은 처치의 합병증,4,인천,2021
치과,11,M60,근염,2,인천,2021
치과,12,K07,치아얼굴이상[부정교합포함],1,인천,2021
치과,13,K12,구내염 및 관련 병변,1,인천,2021
피부과,1,L24,자극물접촉피부염,2505,인천,2021
피부과,2,B35,백선증,2100,인천,2021
피부과,3,L08,피부 및 피하조직의 기타 국소감염,486,인천,2021
피부과,4,L29,가려움,380,인천,2021
피부과,5,L21,지루피부염,332,인천,2021
피부과,6,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,326,인천,2021
피부과,7,L50,두드러기,297,인천,2021
피부과,8,L23,알레르기성 접촉피부염,247,인천,2021
피부과,9,L85,기타 표피의 비후,195,인천,2021
피부과,10,B02,대상포진,183,인천,2021
피부과,11,D21,결합조직 및 기타 연조직의 기타 양성 신생물,126,인천,2021
피부과,12,L40,건선,70,인천,2021
피부과,13,L82,지루각화증,51,인천,2021
피부과,14,B00,헤르페스바이러스[단순헤르페스] 감염,43,인천,2021
피부과,15,B86,옴,41,인천,2021
피부과,16,L80,백반증,28,인천,2021
피부과,17,L30,기타 피부염,26,인천,2021
피부과,18,G53,달리 분류된 질환에서의 뇌신경장애,26,인천,2021
피부과,19,L20,아토피성 피부염,24,인천,2021
피부과,20,B36,기타 표재성 진균증,23,인천,2021
가정의학과,1,I10,본태성(일차성)고혈압,4441,인천,2022
가정의학과,2,U07,U07의 응급사용,3996,인천,2022
가정의학과,3,E11,인슐린-비의존 당뇨병,2367,인천,2022
가정의학과,4,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1218,인천,2022
가정의학과,5,F00,알츠하이머병에서의 치매(G30.-+),907,인천,2022
가정의학과,6,E78,지질단백질대사장애 및 기타 지질증,730,인천,2022
가정의학과,7,J40,"급성인지 만성인지 명시되지 않은 기관지염, 알레르기 NOS(J45.0-), 호흡기 감염 NOS",653,인천,2022
가정의학과,8,E46,상세불명의 단백칼로리 영양실조,539,인천,2022
가정의학과,9,M81,병적골절이 없는 골다공증,490,인천,2022
가정의학과,10,G47,수면장애,430,인천,2022
가정의학과,11,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,324,인천,2022
가정의학과,12,F06,뇌손상. 뇌기능 이상 및 신체질환에 의한 기타 정신 장애,264,인천,2022
가정의학과,13,K59,기타 기능적 창자 장애,140,인천,2022
가정의학과,14,I63,뇌경색증,134,인천,2022
가정의학과,15,J44,기타 만성 폐쇄성 폐질환,125,인천,2022
가정의학과,16,I20,협심증,124,인천,2022
가정의학과,17,K21,위-식도역류병,88,인천,2022
가정의학과,18,B90,결핵의 후유증,88,인천,2022
가정의학과,19,K30,소화불량,76,인천,2022
가정의학과,20,E03,기타 갑상선기능저하증,71,인천,2022
내과,1,I10,본태성(일차성)고혈압,4567,인천,2022
내과,2,E11,인슐린-비의존 당뇨병,2900,인천,2022
내과,3,K29,위염 및 십이지장염,1107,인천,2022
내과,4,J21,급성 세기관지염,1082,인천,2022
내과,5,K21,위-식도역류병,863,인천,2022
내과,6,E78,지질단백질대사장애 및 기타 지질증,682,인천,2022
내과,7,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,482,인천,2022
내과,8,K59,기타 기능적 창자 장애,465,인천,2022
내과,9,J44,기타 만성 폐쇄성 폐질환,314,인천,2022
내과,10,A09,감염성 및 상세불명 기원의 기타 위장염 및 대장염,227,인천,2022
내과,11,K58,자극성 장증후군,206,인천,2022
내과,12,B18,만성 바이러스간염.   주: 다음의 5단위 세분류는 면역관용기 여부를 표기하기 위해 B18.0-B18.1에 사용한다.,202,인천,2022
내과,13,I20,협심증,197,인천,2022
내과,14,J45,천식,196,인천,2022
내과,15,K25,위궤양,196,인천,2022
내과,16,U07,U07의 응급사용,190,인천,2022
내과,17,E03,기타 갑상선기능저하증,187,인천,2022
내과,18,J41,단순성 및 점액화농성 만성 기관지염,178,인천,2022
내과,19,K30,소화불량,102,인천,2022
내과,20,E10,인슐린-의존 당뇨병,89,인천,2022
마취통증의학과,1,M48,기타 척추병증,635,인천,2022
마취통증의학과,2,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,405,인천,2022
마취통증의학과,3,M54,배통,327,인천,2022
마취통증의학과,4,M75,어깨병변,174,인천,2022
마취통증의학과,5,M13,추 락,134,인천,2022
마취통증의학과,6,M51,기타 추간판장애,76,인천,2022
마취통증의학과,7,M17,윤충증,75,인천,2022
마취통증의학과,8,U07,U07의 응급사용,70,인천,2022
마취통증의학과,9,M79,달리 분류되지 않은 기타 연조직장애,58,인천,2022
마취통증의학과,10,G53,달리 분류된 질환에서의 뇌신경장애,57,인천,2022
마취통증의학과,11,M50,목뼈원판 장애,51,인천,2022
마취통증의학과,12,B02,대상포진,39,인천,2022
마취통증의학과,13,R52,달리 분류되지 않은 통증,26,인천,2022
마취통증의학과,14,S99,발목 및 발의 기타 및 상세불명의 손상,19,인천,2022
마취통증의학과,15,S46,어깨 및 팔죽지 부위에서의 근육 및 힘줄의 손상,12,인천,2022
마취통증의학과,16,G58,기타 단일신경병증,11,인천,2022
마취통증의학과,17,M47,척추증,10,인천,2022
마취통증의학과,18,M10,활막 및 건 장애,9,인천,2022
마취통증의학과,19,M77,기타 골부착부병증,7,인천,2022
마취통증의학과,20,S94,발목 및 발부위에서의 신경 손상,7,인천,2022
비뇨의학과,1,N40,전립선증식증,18363,인천,2022
비뇨의학과,2,N31,달리 분류되지 않은 방광의 신경근육기능장애,1820,인천,2022
비뇨의학과,3,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1607,인천,2022
비뇨의학과,4,U07,U07의 응급사용,1315,인천,2022
비뇨의학과,5,C61,전립선의 악성 신생물,1017,인천,2022
비뇨의학과,6,C67,방광의 악성 신생물,653,인천,2022
비뇨의학과,7,N30,방광염,297,인천,2022
비뇨의학과,8,N20,콩팥(신장)및 요관의 결석,139,인천,2022
