"순번","행위구분","분류","명칭","코드","표준코드","비용","최저비용","최고비용","치료재료대 포함여부","약제비 포함여부","특이사항","최종변경일"
"938","기타","","사마귀제거 [소]","HZDE02202","HZDE02202","5000","","","","","사마귀 개수가 3개 미만인 경우 산정","2020-01-31"
"939","기타","","사시수술(단순, 단일안근)","HZOP01901","HZOP01901","300000","","","","","외모개선 목적인 경우 산정하며 본인이 전액 부담","2020-01-31"
"940","기타","","사시수술(단순, 복수안근)","HZOP01902","HZOP01902","500000","","","","","외모개선 목적인 경우 산정하며 본인이 전액 부담","2020-01-31"
"941","기타","","사시수술(복잡, 단일안근)","HZOP01903","HZOP01903","550000","","","","","외모개선 목적인 경우 산정하며 본인이 전액 부담","2020-01-31"
"942","기타","","사시수술(복잡, 복수안근)","HZOP01904","HZOP01904","800000","","","","","외모개선 목적인 경우 산정하며 본인이 전액 부담","2020-01-31"
"943","기타","","상안면부성형술 [대]","HZPS03101","HZPS03101","1500000","","","","","","2020-01-31"
"944","기타","","상안면부성형술 [소]","HZPS03103","HZPS03103","600000","","","","","","2020-01-31"
"945","기타","","상안면부성형술 [중]","HZPS03102","HZPS03102","1200000","","","","","","2020-01-31"
"946","기타","","상하악복잡성형술 [대]","HZPS03201","HZPS03201","2500000","","","","","","2020-01-31"
"947","기타","","상하악복잡성형술 [소]","HZPS03203","HZPS03203","1000000","","","","","","2020-01-31"
"948","기타","","상하악복잡성형술 [중]","HZPS03202","HZPS03202","1500000","","","","","","2020-01-31"
"949","기타","","소음순절제술 [성형목적]","HZOG00400","HZOG00400","50000","","","","","","2020-01-31"
"950","기타","","시트(대)/귀가용","BZ00002","BZ00002","18220","","","","","귀가시 휴대하여 갈 경우 본인부담","2020-01-31"
"951","기타","","쌍거풀수술 [대]","HZOP01301","HZOP01301","300000","","","","","근육지방사이막,지방절제술을포함한 광범위한 수술","2020-01-31"
"952","기타","","쌍거풀수술 [소]","HZOP01302","HZOP01302","250000","","","","","피부 및 근육절개에 한정되는 경우에 산정","2020-01-31"
"953","기타","","안검성형술 [대]","HZPS03401","HZPS03401","1000000","","","","","","2020-01-31"
"954","기타","","안검성형술 [소]","HZPS03403","HZPS03403","650000","","","","","","2020-01-31"
"955","기타","","안검성형술 [중]","HZPS03402","HZPS03402","700000","","","","","","2020-01-31"
"956","기타","","안면성형술 [대]","HZPS03501","HZPS03501","2000000","","","","","","2020-01-31"
"957","기타","","안면성형술 [소]","HZPS03503","HZPS03503","1000000","","","","","","2020-01-31"
"958","기타","","안면성형술 [중]","HZPS03502","HZPS03502","1500000","","","","","","2020-01-31"
"959","기타","","안면신경마비교정술 [대]","HZPS03601","HZPS03601","1500000","","","","","","2020-01-31"
"960","기타","","안면신경마비교정술 [소]","HZPS03603","HZPS03603","500000","","","","","","2020-01-31"
"961","기타","","안면신경마비교정술 [중]","HZPS03602","HZPS03602","1000000","","","","","","2020-01-31"
"962","기타","","여드름 치료 [대]","HZDE02301","HZDE02301","10000","","","","","얼굴 전체를 한 경우에 산정","2020-01-31"
"963","기타","","여드름 치료 [소]","HZDE02303","HZDE02303","3000","","","","","얼굴 절반이하를 한 경우에 산정","2020-01-31"
"964","기타","","여드름 치료 [중]","HZDE02302","HZDE02302","5000","","","","","얼굴 절반이상을 한 경우에 산정","2020-01-31"
"965","기타","","외이성형술 [대]","HZPS03701","HZPS03701","500000","","","","","","2020-01-31"
"966","기타","","외이성형술 [소]","HZPS03702","HZPS03702","300000","","","","","","2020-01-31"
"967","기타","","외이신생술","HZPS03800","HZPS03800","1000000","","","","","","2020-01-31"
"968","기타","","유두성형술 [대]","HZPS03901","HZPS03901","500000","","","","","","2020-01-31"
"969","기타","","유두성형술 [소]","HZPS03902","HZPS03902","300000","","","","","","2020-01-31"
"970","기타","","유리체주입술(아바스틴주입)","HZOP01800","HZOP01800","152910","","","","","아바스틴주는 실사용량으로 산정한다.","2023-01-01"
"971","기타","","유방고정술 [대]","HZPS04001","HZPS04001","1500000","","","","","","2020-01-31"
"972","기타","","유방고정술 [소]","HZPS04003","HZPS04003","500000","","","","","","2020-01-31"
"973","기타","","유방고정술 [중]","HZPS04002","HZPS04002","1000000","","","","","","2020-01-31"
"974","기타","","유방축소성형술 [대]","HZPS04101","HZPS04101","1500000","","","","","","2020-01-31"
"975","기타","","유방축소성형술 [소]","HZPS04103","HZPS04103","700000","","","","","","2020-01-31"
"976","기타","","유방축소성형술 [중]","HZPS04102","HZPS04102","1000000","","","","","","2020-01-31"
"977","기타","","유방확대성형술 [대]","HZPS04201","HZPS04201","1500000","","","","","","2020-01-31"
"978","기타","","유방확대성형술 [소]","HZPS04203","HZPS04203","700000","","","","","","2020-01-31"
"979","기타","","유방확대성형술 [중]","HZPS04202","HZPS04202","1000000","","","","","","2020-01-31"
"980","기타","","음경 이물질 제거술 A","HZUR00501","HZUR00501","1000000","","","","","","2022-03-03"
"981","기타","","음경 이물질 제거술 B","HZUR00502","HZUR00502","1500000","","","","","","2022-03-03"
"982","기타","","음경 이물질 제거술 C주 : flap 또는 graft를 한 경우에 산정","HZUR00503","HZUR00503","2000000","","","","","","2022-03-03"
"983","기타","","음경바셀린종제거술 [대]","HZUR00601","HZUR00601","700000","","","","","","2020-01-31"
"984","기타","","음경바셀린종제거술 [소]","HZUR00602","HZUR00602","400000","","","","","","2020-01-31"
"985","기타","","음경보형물 교정술","HZUR00700","HZUR00700/HZUR007001/HZUR007002","1000000","","","","","실린더교체, 펌프교체, 저장고 교체 각각","2022-03-03"
"986","기타","","음경보형물 삽입술 A주 : 굽은형 보형물","HZUR00801","HZUR00801","1500000","","","","","","2022-03-03"
"987","기타","","음경보형물 삽입술 C주 : 팽창형(3-piece)인 경우에 산정","HZUR00803","HZUR00803","4000000","","","","","","2022-03-03"
"988","기타","","음경주사","HZUR00900","HZUR00900","5000","","","","","","2020-01-31"
"989","기타","","음경확대술","HZUR01001","HZUR01001","2000000","","","","","","2020-01-31"
"990","기타","","자궁내장치 [IUD]","HZOG00800","HZOG00800","30000","","","","","재료대 별도산정","2020-01-31"
"991","기타","","전두골성형술 [대]","HZPS04301","HZPS04301","900000","","","","","","2020-01-31"
"992","기타","","전두골성형술 [소]","HZPS04303","HZPS04303","300000","","","","","","2020-01-31"
"993","기타","","전두골성형술 [중]","HZPS04302","HZPS04302","500000","","","","","","2020-01-31"
"994","기타","","전두부성형술 [대]","HZPS04401","HZPS04401","900000","","","","","","2020-01-31"
"995","기타","","전두부성형술 [소]","HZPS04403","HZPS04403","300000","","","","","","2020-01-31"
"996","기타","","전두부성형술 [중]","HZPS04402","HZPS04402","500000","","","","","","2020-01-31"
"997","기타","","정관절제술 [결찰술]","HZUR01300","HZUR01300","200000","","","","","""""""""""""""피임시술인 정관절제술 또는 결찰술(자-389-1-라, R3896), 난관결찰술(자-434, R4341~R4345) 및 자궁내장치삽입술(자427, R4271)을 본인이 원하여 실시한 경우에는 비급여 대상(고시 제 2004-71호)""""""""""""""","2020-01-31"
"998","기타","","조직확장기삽입술 [대]","HZPS04501","HZPS04501","500000","","","","","","2020-01-31"
"999","기타","","조직확장기삽입술 [소]","HZPS04503","HZPS04503","200000","","","","","","2020-01-31"
"1000","기타","","조직확장기삽입술 [중]","HZPS04502","HZPS04502","300000","","","","","","2020-01-31"
"1001","기타","","지방이식술 [대]","HZPS04601","HZPS04601","1200000","","","","","2부위 초과 실시 시 산정","2020-01-31"
"1002","기타","","지방이식술 [소]","HZPS04603","HZPS04603","500000","","","","","2부위 미만 실시 시 산정","2020-01-31"
"1003","기타","","지방이식술 [중]","HZPS04602","HZPS04602","700000","","","","","2부위 실시 시 산정","2020-01-31"
"1004","기타","","지방흡입술 [대]","HZPS04701","HZPS04701","500000","","","","","","2020-01-31"
"1005","기타","","지방흡입술 [소]","HZPS04703","HZPS04703","200000","","","","","","2020-01-31"
"1006","기타","","지방흡입술 [중]","HZPS04702","HZPS04702","300000","","","","","","2020-01-31"
"1007","기타","","질 및 회음부 성형술 [대]","HZOG01001","HZOG01001","500000","","","","","질입구에서 Incision을 5cm이상 넣은경우 산정","2020-01-31"
"1008","기타","","질 및 회음부 성형술 [소]","HZOG01003","HZOG01003","400000","","","","","질입구에서 Incision을 3cm미만 넣은경우 산정","2020-01-31"
"1009","기타","","초음파 유도하 맘모톰","HZGT00700","HZGT00700","800000","","","","","","2020-01-31"
"1010","기타","","턱성형술 [대]","HZPS04801","HZPS04801","800000","","","","","","2020-01-31"
"1011","기타","","턱성형술 [소]","HZPS04803","HZPS04803","300000","","","","","","2020-01-31"
"1012","기타","","턱성형술 [중]","HZPS04802","HZPS04802","500000","","","","","","2020-01-31"
"1013","기타","","턱확대성형술 [대]","HZPS04901","HZPS04901","1000000","","","","","","2020-01-31"
"1014","기타","","턱확대성형술 [소]","HZPS04903","HZPS04903","500000","","","","","","2020-01-31"
"1015","기타","","턱확대성형술 [중]","HZPS04902","HZPS04902","700000","","","","","","2020-01-31"
"1016","기타","","파라핀 제거술 A","HZUR01701","HZUR01701","600000","","","","","침범범위가 proximal 인 경우 산정","2020-01-31"
"1017","기타","","파라핀 제거술 B","HZUR01702","HZUR01702","1000000","","","","","침범범위가 1/2 인 경우에 산정","2020-01-31"
"1018","기타","","파라핀 제거술 C","HZUR01703","HZUR01703","1500000","","","","","침범범위가 total 인 경우에 산정","2020-01-31"
"1019","기타","","포경수술(배면절개)","HZUR01800","HZUR01800","150000","","","","","","2020-01-31"
"1020","기타","","포경수술(환상절개)","HZUR01801","HZUR01801","200000","","","","","","2020-01-31"
"1021","기타","","피부전기소작,냉동술 [대]","HZDE02501","HZDE02501","100000","","","","","병소의 개수가 3개이상인 경우 산정","2020-01-31"
"1022","기타","","피부전기소작,냉동술 [소]","HZDE02503","HZDE02503","10000","","","","","병소의 개수가 1개 또는 크기가 1cm 이하인 경우 산정","2020-09-18"
"1023","기타","","피부전기소작,냉동술 [중]","HZDE02502","HZDE02502","50000","","","","","병소의 개수가 1개이상 3개미만인 경우 산정","2020-01-31"
"1024","기타","","피부지방이식술 [대]","HZPS05001","HZPS05001","500000","","","","","","2020-01-31"
"1025","기타","","피부지방이식술 [소]","HZPS05003","HZPS05003","200000","","","","","","2020-01-31"
"1026","기타","","피부지방이식술 [중]","HZPS05002","HZPS05002","300000","","","","","","2020-01-31"
"1027","기타","","필러교정술","HZPS05400","HZPS05400","100000","","","","","시술범위 1㎝당 산정","2020-01-31"
"1028","기타","","하악골성형술 [대]","HZPS05101","HZPS05101","1500000","","","","","","2020-01-31"
"1029","기타","","하악골성형술 [소]","HZPS05102","HZPS05102","1000000","","","","","","2020-01-31"
"1030","기타","","협골성형술 [대]","HZPS05201","HZPS05201","900000","","","","","","2020-01-31"
"1031","기타","","협골성형술 [소]","HZPS05203","HZPS05203","300000","","","","","","2020-01-31"
"1032","기타","","협골성형술 [중]","HZPS05202","HZPS05202","500000","","","","","","2020-01-31"
"1033","[행위]처치 및 수술료 등","처치 및 수술료 등","다빈치 기기를 이용한 로봇 보조 수술 - 전립선","QZ961","HZQZ96104","8000000","","","O","","진료과별 시행부위,난이도에 따라 차등 적용","2020-10-28"
"1034","[행위]처치 및 수술료 등","처치 및 수술료 등","다빈치 기기를 이용한 로봇 보조 수술 -비뇨의학과(부신.방광등), 외과(반흔탈장)","QZ961","HZQZ96101-HZQZ96103,HZQZ96105","","5000000","9000000","O","","진료과별 시행부위,난이도에 따라 차등 적용","2020-10-28"
"1035","[행위]처치 및 수술료 등","처치 및 수술료 등","다빈치 기기를 이용한 로봇 보조 수술 - 위","QZ961","HZQZ96106-HZQZ96108","","9000000","11000000","O","","진료과별 시행부위,난이도에 따라 차등 적용","2020-10-28"
"1036","[행위]처치 및 수술료 등","처치 및 수술료 등","다빈치 기기를 이용한 로봇 보조 수술 - 대장·직장","QZ961","HZQZ96109-HZQZ96111","","9000000","11000000","O","","진료과별 시행부위,난이도에 따라 차등 적용","2020-10-28"
"1037","[행위]처치 및 수술료 등","처치 및 수술료 등","다빈치 기기를 이용한 로봇 보조 수술 - 간담췌","QZ961","HZQZ96112-HZQZ96114","","9000000","11000000","O","","진료과별 시행부위,난이도에 따라 차등 적용","2020-10-28"
"1038","[행위]처치 및 수술료 등","처치 및 수술료 등","다빈치 기기를 이용한 로봇 보조 수술 - 경구강","QZ961","HZQZ96119-HZQZ96121","","6000000","8000000","O","","진료과별 시행부위,난이도에 따라 차등 적용","2020-10-28"
"1039","[행위]처치 및 수술료 등","처치 및 수술료 등","다빈치 기기를 이용한 로봇 보조 수술 - 두경부","QZ961","HZQZ96122-HZQZ96125","","6000000","9000000","O","","진료과별 시행부위,난이도에 따라 차등 적용","2020-10-28"
