"구분","코드","명 ","국비","사비","계"
"수술","0.09","Other therapeutic ultrasound","1","1","2"
"수술","1.13","Closed [percutaneous] [needle] biopsy of brain","","1","1"
"수술","1.31","Incision of cerebral meninges","21","30","51"
"수술","1.39","Other incision of brain","1","2","3"
"수술","1.51","Excision of lesion or tissue of cerebral meninges","1","1","2"
"수술","1.59","Other excision or destruction of lesion or tissue of brain","1","1","2"
"수술","2.33","Ventricular shunt to thoracic cavity","","1","1"
"수술","2.34","Ventricular shunt to abdominal cavity and organs","2","2","4"
"수술","2.39","Other operations to establish drainage of ventricle","","1","1"
"수술","3.01","Removal of foreign body from spinal canal","1","1","2"
"수술","3.02","Reopening of laminectomy site","4","8","12"
"수술","3.09","Other exploration and decompression of spinal canal","119","125","244"
"수술","3.31","Spinal tap","","2","2"
"수술","3.4","Excision or destruction of lesion of spinal cord or spinal meninges","1","","1"
"수술","3.53","Repair of vertebral fracture","22","70","92"
"수술","3.59","Other repair and plastic operations on spinal cord structures","1","","1"
"수술","3.6","Lysis of adhesions of spinal cord and nerve roots","2","","2"
"수술","3.9","Insertion of catheter into spinal canal for infusion of therapeutic or palliative substances","1","","1"
"수술","3.91","Injection of anesthetic into spinal canal for analgesia","231","189","420"
"수술","3.92","Injection of other agent into spinal canal","3","","3"
"수술","3.93","Insertion or replacement of spinal neurostimulator","13","4","17"
"수술","3.94","Removal of spinal neurostimulator","5","2","7"
"수술","3.99","Other operations on spinal cord and spinal canal structures","5","3","8"
"수술","4.43","Release of carpal tunnel","2","3","5"
"수술","4.49","Other peripheral nerve or ganglion decompression or lysis of adhesions","16","8","24"
"수술","4.6","Transposition of cranial and peripheral nerves","3","8","11"
"수술","4.79","Other neuroplasty","68","7","75"
"수술","4.81","Injection of anesthetic into peripheral nerve for analgesia","91","204","295"
"수술","5.31","Injection of anesthetic into sympathetic nerve for analgesia","1","1","2"
"수술","6.2"," Unilateral thyroid lobectomy ","19","11","30"
"수술","6.31"," Excision of lesion of thyroid ","1","","1"
"수술","6.4"," Complete thyroidectomy ","1","1","2"
"수술","6.81"," Complete parathyroidectomy ","1","","1"
"수술","6.89"," Other parathyroidectomy ","2","","2"
"수술","7.22"," Unilateral adrenalectomy ","3","1","4"
"수술","7.65"," Total excision of pituitary gland, transsphenoidal approach ","2","4","6"
"수술","8.2"," Removal of lesion of eyelid, not otherwise specified ","1","1","2"
"수술","8.21"," Excision of chalazion ","1","","1"
"수술","8.33"," Repair of blepharoptosis by resection or advancement of levator muscle or aponeurosis ","3","","3"
"수술","8.36"," Repair of blepharoptosis by other techniques ","1","","1"
"수술","8.49"," Other repair of entropion or ectropion ","7","8","15"
"수술","8.81"," Linear repair of laceration of eyelid or eyebrow ","2","1","3"
"수술","8.83"," Other repair of laceration of eyelid, partial-thickness ","","1","1"
"수술","8.99"," Other operations on eyelids ","2","1","3"
"수술","9.43"," Probing of nasolacrimal duct ","2","1","3"
"수술","9.44"," Intubation of nasolacrimal duct ","2","2","4"
"수술","9.72"," Other repair of punctum ","","1","1"
"수술","9.81"," Dacryocystorhinostomy [DCR] ","2","2","4"
"수술","10.1"," Other incision of conjunctiva ","","1","1"
"수술","10.31"," Excision of lesion or tissue of conjunctiva ","1","","1"
"수술","10.6"," Repair of laceration of conjunctiva ","1","1","2"
"수술","11.39"," Other excision of pterygium ","2","3","5"
"수술","11.52"," Repair of postoperative wound dehiscence of cornea ","1","1","2"
"수술","11.59"," Other repair of cornea ","1","","1"
"수술","12.12"," Other iridotomy ","1","1","2"
"수술","12.32"," Lysis of other anterior synechiae ","1","1","2"
"수술","12.33"," Lysis of posterior synechiae ","3","2","5"
"수술","12.39"," Other iridoplasty ","2","","2"
"수술","12.43"," Destruction of lesion of ciliary body, nonexcisional ","","1","1"
"수술","12.64"," Trabeculectomy ab externo ","21","18","39"
"수술","12.65"," Other scleral fistulization with iridectomy ","24","21","45"
"수술","12.66"," Postoperative revision of scleral fistulization procedure ","5","13","18"
"수술","12.79"," Other glaucoma procedures ","8","7","15"
"수술","12.81"," Suture of laceration of sclera ","1","1","2"
"수술","12.91"," Therapeutic evacuation of anterior chamber ","9","5","14"
"수술","12.92"," Injection into anterior chamber ","1","4","5"
"수술","12.98"," Other operations on ciliary body ","","1","1"
"수술","13.19"," Other intracapsular extraction of lens ","4","1","5"
"수술","13.2"," Extracapsular extraction of lens by linear extraction technique ","2","3","5"
"수술","13.3"," Extracapsular extraction of lens by simple aspiration (and irrigation) technique ","1","2","3"
"수술","13.41"," Phacoemulsification and aspiration of cataract ","773","1,075","1,848"
"수술","13.64"," Discission of secondary membrane [after cataract] ","19","22","41"
"수술","13.65"," Excision of secondary membrane [after cataract] Capsulectomy ","1","3","4"
"수술","13.71"," Insertion of introcular lens prothsis at time of cataract extraction, one-stage ","607","853","1,460"
"수술","13.72"," Secondary insertion of intraocular lens prosthesis ","26","11","37"
"수술","13.8"," Removal of implanted lens ","16","7","23"
"수술","13.9"," Other operations on lens ","3","3","6"
"수술","14.21"," Destruction of chorioretinal lesion by diathermy ","1","1","2"
"수술","14.24"," Destruction of chorioretinal lesion by laser photocoagulation ","82","83","165"
"수술","14.29"," Other destruction of chorioretinal lesion ","104","109","213"
"수술","14.31"," Repair of retinal tear by diathermy ","1","","1"
"수술","14.34"," Repair of retinal tear by laser photocoagulation ","7","11","18"
"수술","14.54"," Repair of retinal detachment with laser photocoagulation ","2","1","3"
"수술","14.59"," Other repair of retinal detachment ","1","","1"
"수술","14.6"," Removal of surgically implanted material from posterior segment of eye ","1","4","5"
"수술","14.71"," Removal of vitreous, anterior approach ","","1","1"
"수술","14.73"," Mechanical vitrectomy by anterior approach ","14","9","23"
"수술","14.74"," Other mechanical vitrectomy ","122","131","253"
"수술","14.75"," Injection of vitreous substitute ","14","19","33"
"수술","14.79"," Other operations on vitreous ","20","12","32"
"수술","14.9"," Other operations on retina, choroid, and posterior chamber ","","1","1"
"수술","15.11"," Recession of one extraocular muscle ","2","","2"
"수술","15.22"," Shortening procedure on one extraocular muscle ","1","","1"
"수술","16.39"," Other evisceration of eyeball ","3","1","4"
"수술","16.61"," Secondary insertion of ocular implant ","1","","1"
"수술","16.62"," Revision and reinsertion of ocular implant ","1","","1"
"수술","16.72"," Removal of orbital implant ","1","","1"
"수술","16.91"," Retrobulbar injection of therapeutic agent ","1","1","2"
"수술","18.09"," Other incision of external ear ","1","1","2"
"수술","18.21"," Excision of preauricular sinus ","1","1","2"
"수술","18.29"," Excision or destruction of other lesion of external ear ","4","11","15"
"수술","18.6"," Reconstruction of external auditory canal ","1","4","5"
"수술","19.3"," Other operations on ossicular chain ","5","7","12"
"수술","19.4"," Myringoplasty ","12","25","37"
"수술","19.6"," Revision of tympanoplasty ","2","2","4"
"수술","19.9"," Other repair of middle ear ","1","","1"
"수술","20.01"," Myringotomy with insertion of tube ","4","4","8"
"수술","20.09"," Other myringotomy ","1","","1"
"수술","20.41"," Simple mastoidectomy ","2","7","9"
"수술","20.42"," Radical mastoidectomy ","2","2","4"
"수술","20.49"," Other mastoidectomy ","3","6","9"
"수술","20.8"," Operations on Eustachian tube ","","1","1"
"수술","20.92"," Revision of mastoidectomy ","3","2","5"
"수술","20.95"," Implantation of electromagnetic hearing device ","4","3","7"
"수술","20.96"," Implantation or replacement of cochlear prosthetic device, not otherwise specified Implantation of receiver (within skull) and insertion of electrode(s) in the cochlea ","24","14","38"
"수술","20.99"," Other operations on middle and inner ear ","7","","7"
"수술","21.31"," Local excision or destruction of intranasal lesion ","15","15","30"
"수술","21.5"," Submucous resection of nasal septum ","1","2","3"
"수술","21.62"," Fracture of the turbinates ","5","2","7"
"수술","21.69"," Other turbinectomy ","7","5","12"
"수술","21.71"," Closed reduction of nasal fracture ","2","3","5"
"수술","21.81"," Suture of laceration of nose ","1","","1"
"수술","21.84"," Revision rhinoplasty ","","2","2"
"수술","21.85"," Augmentation rhinoplasty ","7","2","9"
"수술","21.87"," Other rhinoplasty ","16","12","28"
"수술","21.88"," Other septoplasty ","22","16","38"
"수술","21.91"," Lysis of adhesions of nose ","1","","1"
"수술","22.12"," Open biopsy of nasal sinus ","1","","1"
"수술","22.19"," Other diagnostic procedures on nasal sinuses ","49","45","94"
"수술","22.2"," Intranasal antrotomy ","8","8","16"
"수술","22.41"," Frontal sinusotomy ","6","10","16"
"수술","22.42"," Frontal sinusectomy ","1","1","2"
"수술","22.51"," Ethmoidotomy ","1","","1"
"수술","22.52"," Sphenoidotomy ","2","","2"
"수술","22.61"," Excision of lesion of maxillary sinus with Caldwell-Luc approach ","35","28","63"
"수술","22.62"," Excision of lesion of maxillary sinus with other approach ","9","7","16"
"수술","22.63"," Ethmoidectomy ","30","32","62"
"수술","22.64"," Sphenoidectomy ","1","","1"
"수술","24.32"," Suture of laceration of gum ","1","","1"
"수술","25.02"," Open biopsy of tongue ","1","1","2"
"수술","25.1"," Excision or destruction of lesion or tissue of tongue ","9","2","11"
"수술","26.31"," Partial sialoadenectomy ","7","6","13"
"수술","26.32"," Complete sialoadenectomy ","1","","1"
"수술","27.23"," Biopsy of lip ","2","","2"
"수술","27.31"," Local excision or destruction of lesion or tissue of bony palate ","2","","2"
"수술","27.43"," Other excision of lesion or tissue of lip ","2","","2"
"수술","27.49"," Other excision of mouth ","1","6","7"
"수술","27.52"," Suture of laceration of other part of mouth ","2","","2"
"수술","27.69"," Other plastic repair of palate(Uvulopalatopharyngoplasty) ","3","1","4"
"수술","27.72"," Excision of uvula ","1","1","2"
"수술","27.92"," Incision of mouth, unspecified structure ","1","","1"
"수술","28"," Incision and drainage of tonsil and peritonsillar structures ","2","","2"
"수술","28.2"," Tonsillectomy without adenoidectomy ","3","5","8"
"수술","28.92"," Excision of lesion of tonsil and adenoid ","3","","3"
"수술","29.39"," Other excision or destruction of lesion or tissue of pharynx ","7","7","14"
"수술","29.4"," Plastic operation on pharynx ","3","1","4"
"수술","30.09"," Other excision or destruction of lesion or tissue of larynx ","29","18","47"
"수술","30.22"," Vocal cordectomy ","12","6","18"
"수술","31.1"," Temporary tracheostomy ","14","6","20"
"수술","31.42"," Laryngoscopy and other tracheoscopy ","49","31","80"
"수술","31.5"," Local excision or destruction of lesion or tissue of trachea ","1","","1"
"수술","31.72"," Closure of external fistula of trachea ","1","","1"
"수술","31.98"," Other operations on larynx ","4","","4"
"수술","32.29"," Other local excision or destruction of lesion or tissue of lung ","19","12","31"
"수술","32.4"," Lobectomy of lung ","37","19","56"
"수술","32.5"," Complete pneumonectomy ","1","","1"
"수술","33.39"," Other surgical collapse of lung ","3","1","4"
"수술","34.03"," Reopening of recent thoracotomy site ","1","","1"
"수술","34.21"," Transpleural thoracoscopy ","36","20","56"
"수술","34.59"," Other excision of pleura ","","1","1"
"수술","34.93"," Repair of pleura ","1","","1"
"수술","35.14"," Open heart valvuloplasty of tricuspid valve without replacement ","3","","3"
"수술","35.21"," Replacement of aortic valve with tissue graft ","11","6","17"
"수술","35.22"," Other replacement of aortic valve ","6","3","9"
"수술","35.23"," Replacement of mitral valve with tissue graft ","1","1","2"
"수술","35.24"," Other replacement of mitral valve ","2","","2"
"수술","35.33"," Annuloplasty ","5","","5"
"수술","35.53"," Repair of ventricular septal defect with prosthesis ","1","","1"
"수술","35.95"," Revision of corrective procedure on heart ","1","","1"
"수술","36.11"," Aortocoronary bypass of one coronary artery ","9","3","12"
"수술","36.12"," Aortocoronary bypass of two coronary arteries ","11","4","15"
"수술","36.13"," Aortocoronary bypass of three coronary arteries ","11","5","16"
"수술","36.14"," Aortocoronary bypass of four or more coronary arteries ","10","6","16"
"수술","37.12"," Pericardiotomy ","4","","4"
"수술","37.33"," Excision or destruction of other lesion or tissue of heart ","1","1","2"
"수술","37.4"," Repair of heart and pericardium ","1","","1"
"수술","37.61"," Implant of pulsation balloon ","1","1","2"
"수술","37.77"," Removal of lead(s) [electrode] without replacement ","1","","1"
"수술","37.85"," Replacement of any type pacemaker device with single-chamber device, not specified as rate responsive ","1","","1"
"수술","37.89"," Revision or removal of pacemaker device ","1","","1"
"수술","38.03"," Incision of vessel,upper limb vessels ","","2","2"
"수술","38.08"," Incision of vessel, lower limb arteries ","1","1","2"
"수술","38.09"," Incision of vessel, lower limb veins ","1","","1"
"수술","38.12"," Endarterectomy, other vessels of head and neck ","27","6","33"
"수술","38.14"," Endarterectomy, aorta ","1","","1"
"수술","38.18"," Endarterectomy, lower limb arteries ","4","","4"
"수술","38.44"," Resection of vessel with replacement, aorta, abdominal ","3","","3"
"수술","38.45"," Resection of vessel with replacement, thoracic vessels ","2","1","3"
"수술","38.59"," Ligation and stripping of varicose veins, lower limb veins ","45","83","128"
"수술","38.88"," Other surgical occlusion of vessels, lower limb arteries ","2","1","3"
"수술","38.93"," Venous catheterization, not elsewhere classified ","85","29","114"
